model_id,estimator,feature_set,fit_days,metric,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,representation,history_policy,refit_policy,target
ld2_ridge_characteristics_full_raw_select_union,ridge,characteristics,0,rank_ic,0.0694221552531966,0.0036245050860069876,19.153554376627177,9.040078184814952e-82,0.06231825582284065,0.07652605468355254,2266,2266,0,5,full,select,union,raw
ld2_ridge_characteristics_full_raw_select_union,ridge,characteristics,0,ew_spread_bp,20.038149527113,5.91283940558637,3.388921658887138,0.0007016805438486125,8.449197245794494,31.627101808431505,2266,2266,0,5,full,select,union,raw
ld2_ridge_characteristics_full_raw_select_union,ridge,characteristics,0,cap_spread_bp,16.484085030050863,6.530992858276717,2.5239784191710775,0.011603505169344445,3.6835742445401927,29.284595815561534,2266,2266,0,5,full,select,union,raw
ld2_lasso_characteristics_full_raw_fixed504_retain,lasso,characteristics,504,rank_ic,0.06847663699730874,0.003590835179913908,19.069835725222706,4.49715467312974e-81,0.06143872937025808,0.07551454462435941,2266,2266,0,5,full,fixed504,retain,raw
ld2_lasso_characteristics_full_raw_fixed504_retain,lasso,characteristics,504,ew_spread_bp,20.5546819086214,5.853845077102559,3.511312929858954,0.0004458991700255958,9.08135638642329,32.028007430819514,2266,2266,0,5,full,fixed504,retain,raw
ld2_lasso_characteristics_full_raw_fixed504_retain,lasso,characteristics,504,cap_spread_bp,16.480097604041557,6.511470574773149,2.530933283779095,0.01137594843177632,3.71784979109386,29.242345416989252,2266,2266,0,5,full,fixed504,retain,raw
ld2_lasso_characteristics_full_raw_fixed504_recent,lasso,characteristics,504,rank_ic,0.0683986779074583,0.0035694870443404737,19.162046831324517,7.679313561019785e-82,0.06140261185726864,0.07539474395764795,2266,2266,0,5,full,fixed504,recent,raw
ld2_lasso_characteristics_full_raw_fixed504_recent,lasso,characteristics,504,ew_spread_bp,20.524396686059163,5.801165884584876,3.5379778986492236,0.0004032038063097914,9.154320483930363,31.894472888187963,2266,2266,0,5,full,fixed504,recent,raw
ld2_lasso_characteristics_full_raw_fixed504_recent,lasso,characteristics,504,cap_spread_bp,13.747440864081831,6.378272223454191,2.155354989950056,0.031134065695202422,1.246257022519405,26.248624705644257,2266,2266,0,5,full,fixed504,recent,raw
ld2_lasso_characteristics_full_raw_fixed504_union,lasso,characteristics,504,rank_ic,0.06883576976342433,0.003604025060060532,19.099692320748787,2.5397937469604423e-81,0.06177201044632588,0.07589952908052278,2266,2266,0,5,full,fixed504,union,raw
ld2_lasso_characteristics_full_raw_fixed504_union,lasso,characteristics,504,ew_spread_bp,20.27393701166745,5.8435904394905425,3.469431545828009,0.0005215609590047685,8.8207102098634,31.7271638134715,2266,2266,0,5,full,fixed504,union,raw
ld2_lasso_characteristics_full_raw_fixed504_union,lasso,characteristics,504,cap_spread_bp,15.489852191523227,6.435532478514157,2.406926271173064,0.01608741730297973,2.8764403122976887,28.103264070748764,2266,2266,0,5,full,fixed504,union,raw
ld2_lasso_characteristics_full_raw_select_retain,lasso,characteristics,0,rank_ic,0.06887760666412637,0.003586277986326112,19.20587498424421,3.30507846821704e-82,0.06184863097237837,0.07590658235587439,2266,2266,0,5,full,select,retain,raw
ld2_lasso_characteristics_full_raw_select_retain,lasso,characteristics,0,ew_spread_bp,20.91850658058499,5.796420380511217,3.6088663705133266,0.0003075379641501031,9.557731395529048,32.27928176564093,2266,2266,0,5,full,select,retain,raw
ld2_lasso_characteristics_full_raw_select_retain,lasso,characteristics,0,cap_spread_bp,15.886890841283135,6.25108154819492,2.5414627402950263,0.011038971136619159,3.63499614239821,28.138785540168058,2266,2266,0,5,full,select,retain,raw
ld2_lasso_characteristics_full_raw_select_recent,lasso,characteristics,0,rank_ic,0.06875673353354518,0.003579327530184885,19.209399797507118,3.088156623263508e-82,0.0617413804855101,0.07577208658158026,2266,2266,0,5,full,select,recent,raw
ld2_lasso_characteristics_full_raw_select_recent,lasso,characteristics,0,ew_spread_bp,20.84411511920187,5.803183953877157,3.591841183196638,0.00032834994017244453,9.470083573941894,32.21814666446185,2266,2266,0,5,full,select,recent,raw
ld2_lasso_characteristics_full_raw_select_recent,lasso,characteristics,0,cap_spread_bp,15.160570653762276,6.3307234197231,2.3947611747703528,0.01663119412655543,2.7525807550207535,27.568560552503797,2266,2266,0,5,full,select,recent,raw
ld2_lasso_characteristics_full_raw_select_union,lasso,characteristics,0,rank_ic,0.06893584224927096,0.003599669031923372,19.150605691223014,9.566758327754314e-82,0.06188062059043699,0.07599106390810494,2266,2266,0,5,full,select,union,raw
ld2_lasso_characteristics_full_raw_select_union,lasso,characteristics,0,ew_spread_bp,20.79234668341067,5.7944486614701205,3.588321840120576,0.00033281329986911554,9.43543599666291,32.14925737015843,2266,2266,0,5,full,select,union,raw
ld2_lasso_characteristics_full_raw_select_union,lasso,characteristics,0,cap_spread_bp,16.744884289193273,6.237070933782216,2.684735265474851,0.007258727626821988,4.520449889958526,28.969318688428018,2266,2266,0,5,full,select,union,raw
ld2_enet_characteristics_full_raw_fixed504_retain,enet,characteristics,504,rank_ic,0.06837207508494371,0.0036009665301897425,18.987145398805204,2.1785376284687074e-80,0.06131431037623765,0.07542983979364977,2266,2266,0,5,full,fixed504,retain,raw
ld2_enet_characteristics_full_raw_fixed504_retain,enet,characteristics,504,ew_spread_bp,20.456212453334143,5.847369318674666,3.4983616287077006,0.000468125927806721,8.995579184427283,31.916845722241,2266,2266,0,5,full,fixed504,retain,raw
ld2_enet_characteristics_full_raw_fixed504_retain,enet,characteristics,504,cap_spread_bp,16.54817721714057,6.526440886127369,2.5355591977114886,0.011226795158503656,3.75658813310125,29.33976630117989,2266,2266,0,5,full,fixed504,retain,raw
ld2_enet_characteristics_full_raw_fixed504_recent,enet,characteristics,504,rank_ic,0.06827158521842701,0.0035790287694916754,19.07545024515786,4.039287797968035e-81,0.06125681773059062,0.0752863527062634,2266,2266,0,5,full,fixed504,recent,raw
ld2_enet_characteristics_full_raw_fixed504_recent,enet,characteristics,504,ew_spread_bp,20.60809351427447,5.800070294087182,3.553076509311131,0.00038075370823381535,9.240164630062953,31.976022398485984,2266,2266,0,5,full,fixed504,recent,raw
ld2_enet_characteristics_full_raw_fixed504_recent,enet,characteristics,504,cap_spread_bp,14.771232903400563,6.402747578952216,2.307014718487124,0.021053999597292622,2.2220782465531936,27.32038756024793,2266,2266,0,5,full,fixed504,recent,raw
ld2_enet_characteristics_full_raw_fixed504_union,enet,characteristics,504,rank_ic,0.06866361255211713,0.0036142266317117167,18.99814802692594,1.7666916418489875e-80,0.061579858521996655,0.0757473665822376,2266,2266,0,5,full,fixed504,union,raw
ld2_enet_characteristics_full_raw_fixed504_union,enet,characteristics,504,ew_spread_bp,20.34938402250017,5.843766510019551,3.482237695090951,0.0004972421044086847,8.895812128800527,31.802955916199814,2266,2266,0,5,full,fixed504,union,raw
ld2_enet_characteristics_full_raw_fixed504_union,enet,characteristics,504,cap_spread_bp,15.327483069113054,6.468281062832175,2.3696377631434933,0.01780552037442587,2.649885144079528,28.00508099414658,2266,2266,0,5,full,fixed504,union,raw
ld2_enet_characteristics_full_raw_select_retain,enet,characteristics,0,rank_ic,0.06892053746542973,0.0035832274690142146,19.234206608823115,1.914504883477604e-82,0.061897540677747255,0.0759435342531122,2266,2266,0,5,full,select,retain,raw
ld2_enet_characteristics_full_raw_select_retain,enet,characteristics,0,ew_spread_bp,20.535228291971723,5.862549191215436,3.50278140484384,0.0004604271494509997,9.044843019595046,32.025613564348404,2266,2266,0,5,full,select,retain,raw
ld2_enet_characteristics_full_raw_select_retain,enet,characteristics,0,cap_spread_bp,15.31765375024096,6.369262354817062,2.4049337108332876,0.016175399595455525,2.8341289267127454,27.801178573769178,2266,2266,0,5,full,select,retain,raw
ld2_enet_characteristics_full_raw_select_recent,enet,characteristics,0,rank_ic,0.06892285340730792,0.003580103707987932,19.25163599409904,1.3677483192935622e-82,0.06190597907873327,0.07593972773588256,2266,2266,0,5,full,select,recent,raw
ld2_enet_characteristics_full_raw_select_recent,enet,characteristics,0,ew_spread_bp,20.788399372619665,5.886595140614081,3.5314810813456163,0.0004132394213395661,9.25088490544757,32.32591383979176,2266,2266,0,5,full,select,recent,raw
ld2_enet_characteristics_full_raw_select_recent,enet,characteristics,0,cap_spread_bp,14.790019171605005,6.5249469683246915,2.266688027259539,0.023409290325285097,2.0013581126547972,27.578680230555214,2266,2266,0,5,full,select,recent,raw
ld2_enet_characteristics_full_raw_select_union,enet,characteristics,0,rank_ic,0.06897234888628957,0.0035976966993618996,19.171251678476054,6.434192919065074e-82,0.061920992928241624,0.07602370484433753,2266,2266,0,5,full,select,union,raw
ld2_enet_characteristics_full_raw_select_union,enet,characteristics,0,ew_spread_bp,20.67639989442585,5.8591502213476145,3.528907625391151,0.00041727875897919285,9.192676480574638,32.16012330827706,2266,2266,0,5,full,select,union,raw
ld2_enet_characteristics_full_raw_select_union,enet,characteristics,0,cap_spread_bp,15.1445492919302,6.425076831343138,2.357100107823036,0.01841828086252768,2.551630104594919,27.73746847926548,2266,2266,0,5,full,select,union,raw
ld2_ols_characteristics_core_full_raw_fixed504_retain,ols,characteristics_core,504,rank_ic,0.06847364439094392,0.003404348446679995,20.113582808399393,5.6120059406977435e-90,0.06180124404462625,0.07514604473726158,2266,2266,0,5,full,fixed504,retain,raw
ld2_ols_characteristics_core_full_raw_fixed504_retain,ols,characteristics_core,504,ew_spread_bp,25.585735175188944,5.626910805323764,4.5470305217885505,5.440811045211018e-06,14.557192652535095,36.614277697842795,2266,2266,0,5,full,fixed504,retain,raw
ld2_ols_characteristics_core_full_raw_fixed504_retain,ols,characteristics_core,504,cap_spread_bp,13.429587195085476,6.509632363863693,2.063033124518041,0.03910948113466281,0.6709422093163013,26.18823218085465,2266,2266,0,5,full,fixed504,retain,raw
ld2_ols_characteristics_core_full_raw_fixed504_recent,ols,characteristics_core,504,rank_ic,0.06887522059044884,0.0033973609577355787,20.273153617552552,2.2196673006301535e-91,0.062216515470804604,0.07553392571009308,2266,2266,0,5,full,fixed504,recent,raw
ld2_ols_characteristics_core_full_raw_fixed504_recent,ols,characteristics_core,504,ew_spread_bp,24.734825835687424,5.640409527681698,4.385288996179298,1.1583189178407154e-05,13.679826303374718,35.78982536800013,2266,2266,0,5,full,fixed504,recent,raw
ld2_ols_characteristics_core_full_raw_fixed504_recent,ols,characteristics_core,504,cap_spread_bp,12.25025563099428,6.353270280734437,1.9281810925220315,0.05383260513196708,-0.20192530329389413,24.702436565282454,2266,2266,0,5,full,fixed504,recent,raw
ld2_ols_characteristics_core_full_raw_fixed504_union,ols,characteristics_core,504,rank_ic,0.06936326492128594,0.003437548603273758,20.178119039605043,1.5243728353853581e-90,0.06262579346376342,0.07610073637880847,2266,2266,0,5,full,fixed504,union,raw
ld2_ols_characteristics_core_full_raw_fixed504_union,ols,characteristics_core,504,ew_spread_bp,25.09723833034942,5.665313686069622,4.4299821194474625,9.424090173239631e-06,13.993427544531103,36.20104911616774,2266,2266,0,5,full,fixed504,union,raw
ld2_ols_characteristics_core_full_raw_fixed504_union,ols,characteristics_core,504,cap_spread_bp,9.995546420143127,6.4028539557615245,1.5611079823472727,0.11849827500094033,-2.5538167314192783,22.54490957170553,2266,2266,0,5,full,fixed504,union,raw
ld2_ols_characteristics_core_full_raw_select_retain,ols,characteristics_core,0,rank_ic,0.06915584479165601,0.0034189036230255205,20.22749173913751,5.608420331397876e-91,0.062454916823912486,0.07585677275939953,2266,2266,0,5,full,select,retain,raw
ld2_ols_characteristics_core_full_raw_select_retain,ols,characteristics_core,0,ew_spread_bp,25.477279463448212,5.623835329964307,4.530232122498848,5.891891671623854e-06,14.45476476173424,36.499794165162186,2266,2266,0,5,full,select,retain,raw
ld2_ols_characteristics_core_full_raw_select_retain,ols,characteristics_core,0,cap_spread_bp,13.80528594259728,6.748254591494745,2.0457565368083417,0.04078033018801852,0.5789499847605253,27.031621900434033,2266,2266,0,5,full,select,retain,raw
ld2_ols_characteristics_core_full_raw_select_recent,ols,characteristics_core,0,rank_ic,0.06967620016532436,0.0034183405919721724,20.383047941143126,2.364624744136466e-92,0.06297637571816757,0.07637602461248115,2266,2266,0,5,full,select,recent,raw
ld2_ols_characteristics_core_full_raw_select_recent,ols,characteristics_core,0,ew_spread_bp,25.819277505321825,5.680804082765788,4.545004039771656,5.49342005032111e-06,14.685106099872783,36.95344891077087,2266,2266,0,5,full,select,recent,raw
ld2_ols_characteristics_core_full_raw_select_recent,ols,characteristics_core,0,cap_spread_bp,13.191475432050105,6.523922951055369,2.0220158225375933,0.04317471728019884,0.4048214100673153,25.978129454032896,2266,2266,0,5,full,select,recent,raw
ld2_ols_characteristics_core_full_raw_select_union,ols,characteristics_core,0,rank_ic,0.06974880457667654,0.0034382705761568017,20.28601386416764,1.7090296811004152e-91,0.06300991807830543,0.07648769107504765,2266,2266,0,5,full,select,union,raw
ld2_ols_characteristics_core_full_raw_select_union,ols,characteristics_core,0,ew_spread_bp,25.138797854045325,5.656024710364099,4.444605379460418,8.805334040733823e-06,14.053193126063102,36.22440258202755,2266,2266,0,5,full,select,union,raw
ld2_ols_characteristics_core_full_raw_select_union,ols,characteristics_core,0,cap_spread_bp,12.067610921112946,6.699899914416292,1.8011628644103856,0.07167721364374437,-1.0639516111659777,25.19917345339187,2266,2266,0,5,full,select,union,raw
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,rank_ic,0.07004768301027298,0.0035970392102273457,19.47370571082702,1.8350366953240283e-84,0.06299761570724897,0.07709775031329698,2266,2266,0,5,full,fixed504,retain,raw
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,ew_spread_bp,23.733739933221067,5.942274105021675,3.994050007414543,6.49541547015924e-05,12.0870967011136,35.38038316532853,2266,2266,0,5,full,fixed504,retain,raw
ld2_ridge_characteristics_core_full_raw_fixed504_retain,ridge,characteristics_core,504,cap_spread_bp,15.418801327275688,6.75488650006984,2.282614419519302,0.022453090829069693,2.1794670674829852,28.65813558706839,2266,2266,0,5,full,fixed504,retain,raw
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,rank_ic,0.0700923598089442,0.0035820379767567013,19.567732185912835,2.9136114845151875e-85,0.06307169438324634,0.07711302523464206,2266,2266,0,5,full,fixed504,recent,raw
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,ew_spread_bp,23.524580098277376,5.886871667439516,3.996108871948511,6.439212954205787e-05,11.986523648486669,35.062636548068085,2266,2266,0,5,full,fixed504,recent,raw
ld2_ridge_characteristics_core_full_raw_fixed504_recent,ridge,characteristics_core,504,cap_spread_bp,14.315105086339754,6.722539184523786,2.1294193597703535,0.03321958013223099,1.1391704000138692,27.491039772665637,2266,2266,0,5,full,fixed504,recent,raw
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,rank_ic,0.07042372997016452,0.003610860233020657,19.503310963451973,1.0290036960616704e-84,0.06334657396023613,0.07750088598009292,2266,2266,0,5,full,fixed504,union,raw
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,ew_spread_bp,24.465412416354358,5.966177315876494,4.100684763634138,4.1192939005723507e-05,12.771919751856581,36.158905080852136,2266,2266,0,5,full,fixed504,union,raw
ld2_ridge_characteristics_core_full_raw_fixed504_union,ridge,characteristics_core,504,cap_spread_bp,14.70069537569908,6.8544962172143515,2.1446791871851674,0.03197850608338497,1.2661296577929129,28.135261093605248,2266,2266,0,5,full,fixed504,union,raw
ld2_ridge_characteristics_core_full_raw_select_retain,ridge,characteristics_core,0,rank_ic,0.07011464845102292,0.003601869956320317,19.466179873593294,2.1254352870927736e-84,0.06305511305963823,0.0771741838424076,2266,2266,0,5,full,select,retain,raw
ld2_ridge_characteristics_core_full_raw_select_retain,ridge,characteristics_core,0,ew_spread_bp,23.416958511964086,5.947573267649901,3.937229094651736,8.24279053657123e-05,11.759929111957078,35.073987911971095,2266,2266,0,5,full,select,retain,raw
ld2_ridge_characteristics_core_full_raw_select_retain,ridge,characteristics_core,0,cap_spread_bp,16.087085106796362,6.754157887281099,2.3818047157426245,0.017228030828378822,2.8491789018282674,29.324991311764457,2266,2266,0,5,full,select,retain,raw
ld2_ridge_characteristics_core_full_raw_select_recent,ridge,characteristics_core,0,rank_ic,0.07024084747847573,0.003586892501195141,19.582646386829744,2.174257220212061e-85,0.06321066735971646,0.07727102759723499,2266,2266,0,5,full,select,recent,raw
ld2_ridge_characteristics_core_full_raw_select_recent,ridge,characteristics_core,0,ew_spread_bp,23.159229669349948,5.923555082209538,3.9096841926742667,9.241686403461786e-05,11.549275047780053,34.76918429091984,2266,2266,0,5,full,select,recent,raw
ld2_ridge_characteristics_core_full_raw_select_recent,ridge,characteristics_core,0,cap_spread_bp,15.522768468604184,6.554531760604576,2.3682497904583193,0.017872464690491276,2.676122282295305,28.369414654913065,2266,2266,0,5,full,select,recent,raw
ld2_ridge_characteristics_core_full_raw_select_union,ridge,characteristics_core,0,rank_ic,0.07038217073251699,0.003610583484383214,19.493295484494293,1.251555135065977e-84,0.06330555713995074,0.07745878432508323,2266,2266,0,5,full,select,union,raw
ld2_ridge_characteristics_core_full_raw_select_union,ridge,characteristics_core,0,ew_spread_bp,23.08021045785211,5.967472877104811,3.8676691010030604,0.00010988062901880162,11.384178540007065,34.77624237569716,2266,2266,0,5,full,select,union,raw
ld2_ridge_characteristics_core_full_raw_select_union,ridge,characteristics_core,0,cap_spread_bp,13.966830787297113,6.727097103857228,2.0762047242173325,0.037875020540029114,0.7819627432332421,27.15169883136098,2266,2266,0,5,full,select,union,raw
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,rank_ic,0.06949370969051034,0.0035556862227633765,19.544387591237406,4.6048460018354e-85,0.06252469275356887,0.07646272662745182,2266,2266,0,5,full,fixed504,retain,raw
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,ew_spread_bp,23.12769512993199,5.920832264245679,3.906156110787659,9.377594093623434e-05,11.523077133507718,34.73231312635626,2266,2266,0,5,full,fixed504,retain,raw
ld2_lasso_characteristics_core_full_raw_fixed504_retain,lasso,characteristics_core,504,cap_spread_bp,15.177198887135019,6.708531075726437,2.262372897406836,0.023674373975959943,2.0287195895434547,28.325678184726584,2266,2266,0,5,full,fixed504,retain,raw
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,rank_ic,0.0694051895203988,0.0035330244639827026,19.64469542397672,6.418057300750081e-86,0.062480588814493775,0.07632979022630383,2266,2266,0,5,full,fixed504,recent,raw
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,ew_spread_bp,22.980892551838046,5.837521114968705,3.9367553622906675,8.259072656820581e-05,11.539561407507284,34.42222369616881,2266,2266,0,5,full,fixed504,recent,raw
ld2_lasso_characteristics_core_full_raw_fixed504_recent,lasso,characteristics_core,504,cap_spread_bp,14.50601544385358,6.742891868014274,2.1513047706822386,0.03145215196837573,1.2901902308975952,27.72184065680956,2266,2266,0,5,full,fixed504,recent,raw
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,rank_ic,0.06989920739297881,0.0035730584187602587,19.56285042135742,3.2064190120037963e-85,0.06289614157755107,0.07690227320840655,2266,2266,0,5,full,fixed504,union,raw
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,ew_spread_bp,24.180967973463744,5.873471046806852,4.1169808756629305,3.8386791232858524e-05,12.669176257483544,35.692759689443946,2266,2266,0,5,full,fixed504,union,raw
ld2_lasso_characteristics_core_full_raw_fixed504_union,lasso,characteristics_core,504,cap_spread_bp,16.860679149842344,6.610589079967857,2.550556228178734,0.01075511736748864,3.904162636511572,29.817195663173116,2266,2266,0,5,full,fixed504,union,raw
ld2_lasso_characteristics_core_full_raw_select_retain,lasso,characteristics_core,0,rank_ic,0.06972325514478062,0.003552918514969691,19.624220159007898,9.603942377484415e-86,0.06275966281543449,0.07668684747412674,2266,2266,0,5,full,select,retain,raw
ld2_lasso_characteristics_core_full_raw_select_retain,lasso,characteristics_core,0,ew_spread_bp,23.607455495858353,5.832150388855136,4.047813228714177,5.1698372688693666e-05,12.176650781281015,35.038260210435695,2266,2266,0,5,full,select,retain,raw
ld2_lasso_characteristics_core_full_raw_select_retain,lasso,characteristics_core,0,cap_spread_bp,16.521758516717007,6.582390466724666,2.509993686980115,0.01207333200052442,3.6205102697568634,29.42300676367715,2266,2266,0,5,full,select,retain,raw
ld2_lasso_characteristics_core_full_raw_select_recent,lasso,characteristics_core,0,rank_ic,0.06972844235851822,0.0035240430501633758,19.786489939527154,3.892229617059383e-87,0.06282144490022933,0.07663543981680711,2266,2266,0,5,full,select,recent,raw
ld2_lasso_characteristics_core_full_raw_select_recent,lasso,characteristics_core,0,ew_spread_bp,22.38345114467951,5.843024217061735,3.830798968677801,0.00012772783238424587,10.93133411844316,33.835568170915856,2266,2266,0,5,full,select,recent,raw
ld2_lasso_characteristics_core_full_raw_select_recent,lasso,characteristics_core,0,cap_spread_bp,13.704186177577071,6.643204428869793,2.0628879216815794,0.03912327794219759,0.6837447550552973,26.724627600098845,2266,2266,0,5,full,select,recent,raw
ld2_lasso_characteristics_core_full_raw_select_union,lasso,characteristics_core,0,rank_ic,0.06989169909026755,0.003567619978817639,19.59056724237503,1.861052326619841e-85,0.06289929242125943,0.07688410575927566,2266,2266,0,5,full,select,union,raw
ld2_lasso_characteristics_core_full_raw_select_union,lasso,characteristics_core,0,ew_spread_bp,22.582068681233135,5.860958681617068,3.852965002476801,0.00011669607537009868,11.094800750386325,34.069336612079944,2266,2266,0,5,full,select,union,raw
ld2_lasso_characteristics_core_full_raw_select_union,lasso,characteristics_core,0,cap_spread_bp,15.54725976616472,6.676556219219297,2.3286345917989877,0.019878431892032925,2.461450035737988,28.633069496591453,2266,2266,0,5,full,select,union,raw
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,rank_ic,0.0694597044014444,0.0035656709048654035,19.48012204566208,1.618931492825561e-84,0.06247111784718587,0.07644829095570294,2266,2266,0,5,full,fixed504,retain,raw
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,ew_spread_bp,23.41600783402413,5.94208916606341,3.9407028705927445,8.124320855218574e-05,11.7697270756142,35.06228859243406,2266,2266,0,5,full,fixed504,retain,raw
ld2_enet_characteristics_core_full_raw_fixed504_retain,enet,characteristics_core,504,cap_spread_bp,15.327780913327619,6.729536882098948,2.277687333002159,0.02274521297059131,2.138130991779713,28.517430834875526,2266,2266,0,5,full,fixed504,retain,raw
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,rank_ic,0.06932356299182903,0.0035416443180085115,19.573835418574753,2.584774003515666e-85,0.062382067682481425,0.07626505830117664,2266,2266,0,5,full,fixed504,recent,raw
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,ew_spread_bp,23.44728237279822,5.843312794253911,4.01266938779238,6.003596981410501e-05,11.994599745658448,34.89996499993799,2266,2266,0,5,full,fixed504,recent,raw
ld2_enet_characteristics_core_full_raw_fixed504_recent,enet,characteristics_core,504,cap_spread_bp,15.097367710271602,6.829184469963296,2.21071312053059,0.027055709372083136,1.712412105363283,28.48232331517992,2266,2266,0,5,full,fixed504,recent,raw
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,rank_ic,0.06979027593125804,0.003583250310705115,19.47680733404434,1.7271992054692718e-84,0.06276723437468405,0.07681331748783203,2266,2266,0,5,full,fixed504,union,raw
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,ew_spread_bp,23.863996568383563,5.895224335038992,4.0480217905440785,5.165233863522485e-05,12.30956919092305,35.418423945844076,2266,2266,0,5,full,fixed504,union,raw
ld2_enet_characteristics_core_full_raw_fixed504_union,enet,characteristics_core,504,cap_spread_bp,15.957028521436017,6.67442764806429,2.3907710687468247,0.016813032822328548,2.8753907138116297,29.038666329060405,2266,2266,0,5,full,fixed504,union,raw
ld2_enet_characteristics_core_full_raw_select_retain,enet,characteristics_core,0,rank_ic,0.06992096282771673,0.0035659521704602807,19.607936249658554,1.3229193136350776e-85,0.06293182500302215,0.07691010065241131,2266,2266,0,5,full,select,retain,raw
ld2_enet_characteristics_core_full_raw_select_retain,enet,characteristics_core,0,ew_spread_bp,24.035275564676606,5.854131099737673,4.1056947914531055,4.031014307930521e-05,12.561389448414909,35.509161680938305,2266,2266,0,5,full,select,retain,raw
ld2_enet_characteristics_core_full_raw_select_retain,enet,characteristics_core,0,cap_spread_bp,18.584495116721847,6.491517222178615,2.862889287765721,0.004197972189519516,5.861355156230266,31.307635077213426,2266,2266,0,5,full,select,retain,raw
ld2_enet_characteristics_core_full_raw_select_recent,enet,characteristics_core,0,rank_ic,0.07002223469159007,0.003535275862649457,19.806724400599673,2.604892781777899e-87,0.06309322132538336,0.07695124805779677,2266,2266,0,5,full,select,recent,raw
ld2_enet_characteristics_core_full_raw_select_recent,enet,characteristics_core,0,ew_spread_bp,22.72005963201501,5.857290805016863,3.878936591735366,0.00010491409518558662,11.239980607204338,34.20013865682568,2266,2266,0,5,full,select,recent,raw
ld2_enet_characteristics_core_full_raw_select_recent,enet,characteristics_core,0,cap_spread_bp,16.48458518912392,6.4925380996211945,2.539004767655612,0.011116830830959653,3.759444345612252,29.209726032635587,2266,2266,0,5,full,select,recent,raw
ld2_enet_characteristics_core_full_raw_select_union,enet,characteristics_core,0,rank_ic,0.07006189212495892,0.0035771556442428477,19.58592219427691,2.0388100887514482e-85,0.06305079589514877,0.07707298835476907,2266,2266,0,5,full,select,union,raw
ld2_enet_characteristics_core_full_raw_select_union,enet,characteristics_core,0,ew_spread_bp,22.984882713295235,5.873526510726001,3.9133019441252466,9.104257655635743e-05,11.472982290031062,34.49678313655941,2266,2266,0,5,full,select,union,raw
ld2_enet_characteristics_core_full_raw_select_union,enet,characteristics_core,0,cap_spread_bp,16.930041878392824,6.556256080570046,2.582272820088017,0.00981519597284372,4.080016087053799,29.78006766973185,2266,2266,0,5,full,select,union,raw
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,rank_ic,0.06999191072347608,0.0036078462114432705,19.39991524624237,7.729872357941543e-84,0.06292066208728798,0.07706315935966417,2266,2266,0,5,full,fixed504,retain,raw
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,ew_spread_bp,23.586845011524797,5.934885044765174,3.974271588011535,7.059497288362424e-05,11.954684071399669,35.219005951649926,2266,2266,0,5,full,fixed504,retain,raw
ld2_group_ridge_characteristics_core_full_raw_fixed504_retain,group_ridge,characteristics_core,504,cap_spread_bp,13.413357484577555,6.688880860379116,2.0053216322075897,0.04492867365756305,0.303391901355198,26.52332306779991,2266,2266,0,5,full,fixed504,retain,raw
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,rank_ic,0.07005557067689774,0.0035916300702195465,19.505230022928124,9.911031259857378e-85,0.06301610509347637,0.07709503626031912,2266,2266,0,5,full,fixed504,recent,raw
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,ew_spread_bp,23.862262614301482,5.845187702002117,4.082377475427878,4.457731491807564e-05,12.40590523550089,35.318619993102075,2266,2266,0,5,full,fixed504,recent,raw
ld2_group_ridge_characteristics_core_full_raw_fixed504_recent,group_ridge,characteristics_core,504,cap_spread_bp,14.907551483851302,6.715953962678822,2.2197221074911986,0.026437637201859897,1.7445235951717528,28.07057937253085,2266,2266,0,5,full,fixed504,recent,raw
